School Year,School Code,District Number,School Number,District Name,School Name,Gender,Ethnicity,Type,Graduates with Diploma in 4 years,Graduates with Diploma but IEP allowed 4+ years,Graduates with Diploma in 4+ years,Certificates of Completion or GED,Total Graduates or Completers,AFGR Graduates,Grade 9 Membership,Grade 10 Membership,AFGR Average Membership,AFGR Grad Rate,District Factors Impacting AFGR**
2010 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Female ,Total ,A1 ,142 ,0 ,0 ,3 ,145 ,142 ,173 ,182 ,177.5 ,80.0 ,  
2009 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Female ,Total ,A1 ,139 ,0 ,1 ,2 ,142 ,139 ,188 ,191 ,189.5 ,73.4 ,  
2008 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Female ,Total ,A1 ,172 ,0 ,5 ,0 ,177 ,172 ,214 ,202 ,208.0 ,82.7 ,  
2012 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Male ,Total ,A1 ,157 ,0 ,1 ,8 ,166 ,157 ,192 ,207 ,199.5 ,78.7 ,  
2011 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Male ,Total ,A1 ,137 ,1 ,2 ,7 ,147 ,138 ,201 ,200 ,200.5 ,68.8 ,  
2010 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Male ,Total ,A1 ,141 ,0 ,0 ,7 ,148 ,141 ,208 ,206 ,207.0 ,68.1 ,  
2009 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Male ,Total ,A1 ,156 ,0 ,0 ,3 ,159 ,156 ,223 ,215 ,219.0 ,71.2 ,  
2008 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Male ,Total ,A1 ,160 ,0 ,4 ,3 ,167 ,160 ,222 ,210 ,216.0 ,74.1 ,  
2012 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,White ,A1 ,294 ,1 ,3 ,11 ,309 ,295 ,364 ,382 ,373.0 ,79.1 ,  
2011 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,White ,A1 ,287 ,1 ,2 ,8 ,298 ,288 ,395 ,392 ,393.5 ,73.2 ,  
2010 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,White ,A1 ,279 ,0 ,0 ,10 ,289 ,279 ,380 ,387 ,383.5 ,72.8 ,  
2009 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,White ,A1 ,291 ,0 ,1 ,5 ,297 ,291 ,407 ,403 ,405.0 ,71.9 ,  
2008 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,White ,A1 ,328 ,0 ,9 ,3 ,340 ,328 ,431 ,406 ,418.5 ,78.4 ,  
2012 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,381088 ,381 ,088 ,Marshall County ,Marshall County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Total ,A1 ,142 ,0 ,7 ,1 ,150 ,142 ,196 ,159 ,177.5 ,80.0 ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Total ,A1 ,149 ,0 ,4 ,4 ,157 ,149 ,232 ,193 ,212.5 ,70.1 ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Total ,A1 ,121 ,0 ,10 ,12 ,143 ,121 ,188 ,158 ,173.0 ,69.9 ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Total ,A1 ,148 ,0 ,4 ,0 ,152 ,148 ,248 ,202 ,225.0 ,65.8 ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Total ,A1 ,115 ,0 ,0 ,1 ,116 ,115 ,206 ,154 ,180.0 ,63.9 ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Female ,Total ,A1 ,72 ,0 ,1 ,1 ,74 ,72 ,90 ,79 ,84.5 ,85.2 ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Female ,Total ,A1 ,66 ,0 ,0 ,1 ,67 ,66 ,98 ,87 ,92.5 ,71.4 ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Female ,Total ,A1 ,58 ,0 ,2 ,2 ,62 ,58 ,82 ,77 ,79.5 ,73.0 ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Female ,Total ,A1 ,66 ,0 ,1 ,0 ,67 ,66 ,101 ,83 ,92.0 ,71.7 ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Female ,Total ,A1 ,50 ,0 ,0 ,0 ,50 ,50 ,83 ,64 ,73.5 ,68.0 ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Male ,Total ,A1 ,70 ,0 ,6 ,0 ,76 ,70 ,106 ,80 ,93.0 ,75.3 ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Male ,Total ,A1 ,83 ,0 ,4 ,3 ,90 ,83 ,134 ,106 ,120.0 ,69.2 ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Male ,Total ,A1 ,63 ,0 ,8 ,10 ,81 ,63 ,106 ,81 ,93.5 ,67.4 ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Male ,Total ,A1 ,82 ,0 ,3 ,0 ,85 ,82 ,147 ,119 ,133.0 ,61.7 ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Male ,Total ,A1 ,65 ,0 ,0 ,1 ,66 ,65 ,123 ,90 ,106.5 ,61.0 ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,White ,A1 ,142 ,0 ,6 ,1 ,149 ,142 ,196 ,159 ,177.5 ,80.0 ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,White ,A1 ,148 ,0 ,4 ,4 ,156 ,148 ,231 ,192 ,211.5 ,70.0 ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,White ,A1 ,118 ,0 ,10 ,12 ,140 ,118 ,185 ,155 ,170.0 ,69.4 ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,White ,A1 ,146 ,0 ,4 ,0 ,150 ,146 ,246 ,201 ,223.5 ,65.3 ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,White ,A1 ,115 ,0 ,0 ,1 ,116 ,115 ,205 ,154 ,179.5 ,64.1 ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,385 ,385 ,  ,Martin County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Total ,A1 ,142 ,0 ,7 ,1 ,150 ,142 ,196 ,159 ,177.5 ,80.0 ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Total ,A1 ,149 ,0 ,4 ,4 ,157 ,149 ,232 ,193 ,212.5 ,70.1 ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Total ,A1 ,121 ,0 ,10 ,12 ,143 ,121 ,188 ,158 ,173.0 ,69.9 ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Total ,A1 ,148 ,0 ,4 ,0 ,152 ,148 ,248 ,202 ,225.0 ,65.8 ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Total ,A1 ,115 ,0 ,0 ,1 ,116 ,115 ,206 ,154 ,180.0 ,63.9 ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Female ,Total ,A1 ,72 ,0 ,1 ,1 ,74 ,72 ,90 ,79 ,84.5 ,85.2 ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Female ,Total ,A1 ,66 ,0 ,0 ,1 ,67 ,66 ,98 ,87 ,92.5 ,71.4 ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Female ,Total ,A1 ,58 ,0 ,2 ,2 ,62 ,58 ,82 ,77 ,79.5 ,73.0 ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Female ,Total ,A1 ,66 ,0 ,1 ,0 ,67 ,66 ,101 ,83 ,92.0 ,71.7 ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Female ,Total ,A1 ,50 ,0 ,0 ,0 ,50 ,50 ,83 ,64 ,73.5 ,68.0 ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Male ,Total ,A1 ,70 ,0 ,6 ,0 ,76 ,70 ,106 ,80 ,93.0 ,75.3 ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Male ,Total ,A1 ,83 ,0 ,4 ,3 ,90 ,83 ,134 ,106 ,120.0 ,69.2 ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Male ,Total ,A1 ,63 ,0 ,8 ,10 ,81 ,63 ,106 ,81 ,93.5 ,67.4 ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Male ,Total ,A1 ,82 ,0 ,3 ,0 ,85 ,82 ,147 ,119 ,133.0 ,61.7 ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Male ,Total ,A1 ,65 ,0 ,0 ,1 ,66 ,65 ,123 ,90 ,106.5 ,61.0 ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,White ,A1 ,142 ,0 ,6 ,1 ,149 ,142 ,196 ,159 ,177.5 ,80.0 ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,White ,A1 ,148 ,0 ,4 ,4 ,156 ,148 ,231 ,192 ,211.5 ,70.0 ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,White ,A1 ,118 ,0 ,10 ,12 ,140 ,118 ,185 ,155 ,170.0 ,69.4 ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,White ,A1 ,146 ,0 ,4 ,0 ,150 ,146 ,246 ,201 ,223.5 ,65.3 ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,White ,A1 ,115 ,0 ,0 ,1 ,116 ,115 ,205 ,154 ,179.5 ,64.1 ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,385250 ,385 ,250 ,Martin County ,Sheldon Clark High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Total ,A1 ,183 ,0 ,1 ,4 ,188 ,183 ,210 ,202 ,206.0 ,88.8 ,"B,E "
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Total ,A1 ,185 ,0 ,2 ,1 ,188 ,185 ,221 ,212 ,216.5 ,85.5 ,"B,E "
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Total ,A1 ,171 ,0 ,1 ,7 ,179 ,171 ,227 ,202 ,214.5 ,79.7 ,"B,E "
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Total ,A1 ,182 ,0 ,2 ,2 ,186 ,182 ,225 ,225 ,225.0 ,80.9 ,"B,E "
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Total ,A1 ,179 ,0 ,2 ,1 ,182 ,179 ,237 ,211 ,224.0 ,79.9 ,"B,E "
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Female ,Total ,A1 ,89 ,0 ,0 ,1 ,90 ,89 ,101 ,97 ,99.0 ,89.9 ,"B,E "
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Female ,Total ,A1 ,100 ,0 ,1 ,0 ,101 ,100 ,117 ,112 ,114.5 ,87.3 ,"B,E "
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Female ,Total ,A1 ,81 ,0 ,0 ,2 ,83 ,81 ,105 ,97 ,101.0 ,80.2 ,"B,E "
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Female ,Total ,A1 ,96 ,0 ,2 ,1 ,99 ,96 ,106 ,107 ,106.5 ,90.1 ,"B,E "
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Female ,Total ,A1 ,91 ,0 ,1 ,0 ,92 ,91 ,108 ,100 ,104.0 ,87.5 ,"B,E "
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Male ,Total ,A1 ,94 ,0 ,1 ,3 ,98 ,94 ,109 ,105 ,107.0 ,87.9 ,"B,E "
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Male ,Total ,A1 ,85 ,0 ,1 ,1 ,87 ,85 ,104 ,100 ,102.0 ,83.3 ,"B,E "
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Male ,Total ,A1 ,90 ,0 ,1 ,5 ,96 ,90 ,122 ,105 ,113.5 ,79.3 ,"B,E "
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Male ,Total ,A1 ,86 ,0 ,0 ,1 ,87 ,86 ,119 ,118 ,118.5 ,72.6 ,"B,E "
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Male ,Total ,A1 ,88 ,0 ,1 ,1 ,90 ,88 ,129 ,111 ,120.0 ,73.3 ,"B,E "
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,White ,A1 ,159 ,0 ,1 ,4 ,164 ,159 ,186 ,179 ,182.5 ,87.1 ,"B,E "
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,White ,A1 ,167 ,0 ,1 ,1 ,169 ,167 ,198 ,193 ,195.5 ,85.4 ,"B,E "
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,White ,A1 ,152 ,0 ,1 ,7 ,160 ,152 ,195 ,176 ,185.5 ,81.9 ,"B,E "
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,White ,A1 ,165 ,0 ,2 ,2 ,169 ,165 ,204 ,204 ,204.0 ,80.9 ,"B,E "
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,White ,A1 ,158 ,0 ,2 ,1 ,161 ,158 ,216 ,195 ,205.5 ,76.9 ,"B,E "
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,15 ,0 ,0 ,0 ,15 ,15 ,18 ,16 ,17.0 ,88.2 ,"B,E "
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,16 ,0 ,1 ,0 ,17 ,16 ,19 ,17 ,18.0 ,88.9 ,"B,E "
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,17 ,0 ,0 ,0 ,17 ,17 ,23 ,22 ,22.5 ,75.6 ,"B,E "
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,17 ,0 ,0 ,0 ,17 ,17 ,20 ,20 ,20.0 ,85.0 ,"B,E "
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,20 ,0 ,0 ,0 ,20 ,20 ,17 ,14 ,15.5 ,100.0 ,"B,E "
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,391 ,391 ,  ,Mason County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Total ,Total ,A1 ,183 ,0 ,1 ,4 ,188 ,183 ,210 ,202 ,206.0 ,88.8 ,"B,E "
2011 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Total ,Total ,A1 ,185 ,0 ,2 ,1 ,188 ,185 ,221 ,212 ,216.5 ,85.5 ,"B,E "
2010 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Total ,Total ,A1 ,171 ,0 ,1 ,7 ,179 ,171 ,227 ,202 ,214.5 ,79.7 ,"B,E "
2009 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Total ,Total ,A1 ,182 ,0 ,2 ,2 ,186 ,182 ,225 ,225 ,225.0 ,80.9 ,"B,E "
2008 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Total ,Total ,A1 ,179 ,0 ,2 ,1 ,182 ,179 ,237 ,211 ,224.0 ,79.9 ,"B,E "
2012 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Female ,Total ,A1 ,89 ,0 ,0 ,1 ,90 ,89 ,101 ,97 ,99.0 ,89.9 ,"B,E "
2011 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Female ,Total ,A1 ,100 ,0 ,1 ,0 ,101 ,100 ,117 ,112 ,114.5 ,87.3 ,"B,E "
2010 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Female ,Total ,A1 ,81 ,0 ,0 ,2 ,83 ,81 ,105 ,97 ,101.0 ,80.2 ,"B,E "
2009 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Female ,Total ,A1 ,96 ,0 ,2 ,1 ,99 ,96 ,106 ,107 ,106.5 ,90.1 ,"B,E "
2008 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Female ,Total ,A1 ,91 ,0 ,1 ,0 ,92 ,91 ,108 ,100 ,104.0 ,87.5 ,"B,E "
2012 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Male ,Total ,A1 ,94 ,0 ,1 ,3 ,98 ,94 ,109 ,105 ,107.0 ,87.9 ,"B,E "
2011 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Male ,Total ,A1 ,85 ,0 ,1 ,1 ,87 ,85 ,104 ,100 ,102.0 ,83.3 ,"B,E "
2010 ,391030 ,391 ,030 ,Mason County ,Mason County High School ,Male ,Total ,A1 ,90 ,0 ,1 ,5 ,96 ,90 ,122 ,105 ,113.5 ,79.3 ,"B,E "
